Município,codigo_ibge,Data,Total_de_Casos,Novos_Casos,Casos_por_mm7d,Total_de_Óbitos,Novos_Óbitos,Óbitos_por_mm7d,Letalidade,População,Área_(Km2),Latitude,Longitude,Mesorregião,Microrregião
Carapicuíba,3510609,2020-03-24,2,0,0.14,0,0,0.0,0.0,394598,35,-23.5235,-46.8407,Metropolitana de São Paulo,Osasco
São Paulo,3550308,2020-03-24,306,0,21.43,9,0,1.14,0.03,11869660,1521,-23.5329,-46.6395,Metropolitana de São Paulo,São Paulo
Mauá,3529401,2020-03-24,1,0,0.0,0,0,0.0,0.0,460132,62,-23.6677,-46.4613,Metropolitana de São Paulo,São Paulo
São José dos Campos,3549904,2020-03-24,1,0,0.14,0,0,0.0,0.0,710654,1099,-23.1896,-45.8841,Vale do Paraíba Paulista,São José dos Campos
Suzano,3552502,2020-03-24,1,0,0.14,0,0,0.0,0.0,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
Taubaté,3554102,2020-03-24,1,0,0.14,0,0,0.0,0.0,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Jaguariúna,3524709,2020-03-25,1,0,0.0,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
Embu das Artes,3515004,2020-03-25,1,1,0.14,0,0,0.0,0.0,270790,7,-23.6437,-46.8579,Metropolitana de São Paulo,Itapecerica da Serra
Ferraz de Vasconcelos,3515707,2020-03-25,1,0,0.0,0,0,0.0,0.0,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Mogi das Cruzes,3530607,2020-03-25,4,3,0.57,0,0,0.0,0.0,432905,713,-23.5208,-46.1854,Metropolitana de São Paulo,Mogi das Cruzes
Taubaté,3554102,2020-03-25,1,0,0.14,0,0,0.0,0.0,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Guarulhos,3518800,2020-03-25,5,4,0.57,1,1,0.14,0.2,1351275,319,-23.4538,-46.5333,Metropolitana de São Paulo,Guarulhos
Vargem Grande Paulista,3556453,2020-03-25,0,0,0.0,1,1,0.14,0.0,52762,42,-23.5993,-47.022,Metropolitana de São Paulo,Itapecerica da Serra
São Bernardo do Campo,3548708,2020-03-25,13,9,1.43,0,0,0.0,0.0,812086,410,-23.6914,-46.5646,Metropolitana de São Paulo,São Paulo
São Caetano do Sul,3548807,2020-03-25,16,12,2.14,0,0,0.0,0.0,151244,15,-23.6229,-46.5548,Metropolitana de São Paulo,São Paulo
Suzano,3552502,2020-03-25,1,0,0.14,0,0,0.0,0.0,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
Caieiras,3509007,2020-03-25,1,1,0.14,0,0,0.0,0.0,100612,98,-23.3607,-46.7397,Metropolitana de São Paulo,Franco da Rocha
Ribeirão Pires,3543303,2020-03-25,1,1,0.14,0,0,0.0,0.0,118968,99,-23.7067,-46.4058,Metropolitana de São Paulo,São Paulo
Santo André,3547809,2020-03-25,10,7,1.14,0,0,0.0,0.0,693867,176,-23.6737,-46.5432,Metropolitana de São Paulo,São Paulo
São José dos Campos,3549904,2020-03-25,2,1,0.14,0,0,0.0,0.0,710654,1099,-23.1896,-45.8841,Vale do Paraíba Paulista,São José dos Campos
Jundiaí,3525904,2020-03-25,1,1,0.14,0,0,0.0,0.0,407016,431,-23.1852,-46.8974,Macro Metropolitana Paulista,Jundiaí
São José do Rio Preto,3549805,2020-03-25,1,0,0.0,0,0,0.0,0.0,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Santana de Parnaíba,3547304,2020-03-25,4,2,0.43,0,0,0.0,0.0,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Taboão da Serra,3552809,2020-03-25,1,1,0.14,1,1,0.14,1.0,283871,20,-23.6019,-46.7526,Metropolitana de São Paulo,Itapecerica da Serra
Poá,3539806,2020-03-25,1,1,0.14,0,0,0.0,0.0,115538,17,-23.5333,-46.3473,Metropolitana de São Paulo,Mogi das Cruzes
Hortolândia,3519071,2020-03-25,1,0,0.14,0,0,0.0,0.0,230268,62,-22.8529,-47.2143,Campinas,Campinas
Valinhos,3556206,2020-03-25,1,1,0.14,0,0,0.0,0.0,124742,149,-22.9698,-46.9974,Campinas,Campinas
Barueri,3505708,2020-03-25,1,0,0.0,0,0,0.0,0.0,264390,7,-23.5057,-46.879,Metropolitana de São Paulo,Osasco
Cotia,3513009,2020-03-25,4,2,0.43,0,0,0.0,0.0,247424,324,-23.6022,-46.919,Metropolitana de São Paulo,Itapecerica da Serra
Osasco,3534401,2020-03-25,3,2,0.29,0,0,0.0,0.0,680964,65,-23.5324,-46.7916,Metropolitana de São Paulo,Osasco
Carapicuíba,3510609,2020-03-25,2,0,0.14,0,0,0.0,0.0,394598,35,-23.5235,-46.8407,Metropolitana de São Paulo,Osasco
São Paulo,3550308,2020-03-25,722,416,72.57,44,35,5.86,0.06,11869660,1521,-23.5329,-46.6395,Metropolitana de São Paulo,São Paulo
Mauá,3529401,2020-03-25,2,1,0.14,0,0,0.0,0.0,460132,62,-23.6677,-46.4613,Metropolitana de São Paulo,São Paulo
São Sebastião,3550704,2020-03-25,2,2,0.29,0,0,0.0,0.0,87135,40,-23.7951,-45.4143,Vale do Paraíba Paulista,Caraguatatuba
Campinas,3509502,2020-03-25,4,3,0.43,0,0,0.0,0.0,1175501,795,-22.9053,-47.0659,Campinas,Campinas
São Paulo,3550308,2020-03-26,899,177,91.43,53,9,6.86,0.06,11869660,1521,-23.5329,-46.6395,Metropolitana de São Paulo,São Paulo
Mogi das Cruzes,3530607,2020-03-26,7,3,1.0,0,0,0.0,0.0,432905,713,-23.5208,-46.1854,Metropolitana de São Paulo,Mogi das Cruzes
Taubaté,3554102,2020-03-26,1,0,0.0,0,0,0.0,0.0,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Guarulhos,3518800,2020-03-26,9,4,1.14,1,0,0.14,0.11,1351275,319,-23.4538,-46.5333,Metropolitana de São Paulo,Guarulhos
Caieiras,3509007,2020-03-26,2,1,0.29,0,0,0.0,0.0,100612,98,-23.3607,-46.7397,Metropolitana de São Paulo,Franco da Rocha
Ribeirão Pires,3543303,2020-03-26,1,0,0.14,0,0,0.0,0.0,118968,99,-23.7067,-46.4058,Metropolitana de São Paulo,São Paulo
Jaguariúna,3524709,2020-03-26,1,0,0.0,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
Campinas,3509502,2020-03-26,4,0,0.43,0,0,0.0,0.0,1175501,795,-22.9053,-47.0659,Campinas,Campinas
São José dos Campos,3549904,2020-03-26,2,0,0.14,0,0,0.0,0.0,710654,1099,-23.1896,-45.8841,Vale do Paraíba Paulista,São José dos Campos
Ferraz de Vasconcelos,3515707,2020-03-26,1,0,0.0,0,0,0.0,0.0,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Poá,3539806,2020-03-26,1,0,0.14,0,0,0.0,0.0,115538,17,-23.5333,-46.3473,Metropolitana de São Paulo,Mogi das Cruzes
Embu das Artes,3515004,2020-03-26,1,0,0.14,0,0,0.0,0.0,270790,7,-23.6437,-46.8579,Metropolitana de São Paulo,Itapecerica da Serra
Hortolândia,3519071,2020-03-26,1,0,0.14,0,0,0.0,0.0,230268,62,-22.8529,-47.2143,Campinas,Campinas
Taboão da Serra,3552809,2020-03-26,2,1,0.29,1,0,0.14,0.5,283871,20,-23.6019,-46.7526,Metropolitana de São Paulo,Itapecerica da Serra
Valinhos,3556206,2020-03-26,1,0,0.14,0,0,0.0,0.0,124742,149,-22.9698,-46.9974,Campinas,Campinas
São Sebastião,3550704,2020-03-26,2,0,0.29,0,0,0.0,0.0,87135,40,-23.7951,-45.4143,Vale do Paraíba Paulista,Caraguatatuba
Santo André,3547809,2020-03-26,16,6,2.0,0,0,0.0,0.0,693867,176,-23.6737,-46.5432,Metropolitana de São Paulo,São Paulo
Barueri,3505708,2020-03-26,3,2,0.29,0,0,0.0,0.0,264390,7,-23.5057,-46.879,Metropolitana de São Paulo,Osasco
Osasco,3534401,2020-03-26,3,0,0.29,0,0,0.0,0.0,680964,65,-23.5324,-46.7916,Metropolitana de São Paulo,Osasco
Santana de Parnaíba,3547304,2020-03-26,6,2,0.71,0,0,0.0,0.0,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Vargem Grande Paulista,3556453,2020-03-26,1,1,0.14,1,0,0.14,1.0,52762,42,-23.5993,-47.022,Metropolitana de São Paulo,Itapecerica da Serra
Jundiaí,3525904,2020-03-26,2,1,0.29,0,0,0.0,0.0,407016,431,-23.1852,-46.8974,Macro Metropolitana Paulista,Jundiaí
Arujá,3503901,2020-03-26,1,1,0.14,0,0,0.0,0.0,89744,96,-23.3965,-46.32,Metropolitana de São Paulo,Guarulhos
Suzano,3552502,2020-03-26,1,0,0.0,0,0,0.0,0.0,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
São José do Rio Preto,3549805,2020-03-26,1,0,0.0,0,0,0.0,0.0,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Tatuí,3554003,2020-03-26,1,1,0.14,0,0,0.0,0.0,120123,524,-23.3487,-47.8461,Itapetininga ,Tatuí
Mairiporã,3528502,2020-03-26,1,1,0.14,0,0,0.0,0.0,98622,32,-23.3171,-46.5897,Metropolitana de São Paulo,Franco da Rocha
Ribeirão Preto,3543402,2020-03-26,1,1,0.14,1,1,0.14,1.0,683777,651,-21.1699,-47.8099,Ribeirão Preto,Ribeirão Preto
São Bernardo do Campo,3548708,2020-03-26,13,0,1.43,0,0,0.0,0.0,812086,410,-23.6914,-46.5646,Metropolitana de São Paulo,São Paulo
Cotia,3513009,2020-03-26,5,1,0.43,0,0,0.0,0.0,247424,324,-23.6022,-46.919,Metropolitana de São Paulo,Itapecerica da Serra
São Caetano do Sul,3548807,2020-03-26,16,0,2.14,0,0,0.0,0.0,151244,15,-23.6229,-46.5548,Metropolitana de São Paulo,São Paulo
Mauá,3529401,2020-03-26,2,0,0.14,0,0,0.0,0.0,460132,62,-23.6677,-46.4613,Metropolitana de São Paulo,São Paulo
Carapicuíba,3510609,2020-03-26,2,0,0.0,0,0,0.0,0.0,394598,35,-23.5235,-46.8407,Metropolitana de São Paulo,Osasco
Hortolândia,3519071,2020-03-27,1,0,0.0,0,0,0.0,0.0,230268,62,-22.8529,-47.2143,Campinas,Campinas
Suzano,3552502,2020-03-27,1,0,0.0,0,0,0.0,0.0,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
Valinhos,3556206,2020-03-27,1,0,0.14,0,0,0.0,0.0,124742,149,-22.9698,-46.9974,Campinas,Campinas
Jundiaí,3525904,2020-03-27,3,1,0.43,0,0,0.0,0.0,407016,431,-23.1852,-46.8974,Macro Metropolitana Paulista,Jundiaí
Taubaté,3554102,2020-03-27,1,0,0.0,0,0,0.0,0.0,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
São José do Rio Preto,3549805,2020-03-27,1,0,0.0,0,0,0.0,0.0,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
São Caetano do Sul,3548807,2020-03-27,16,0,1.71,0,0,0.0,0.0,151244,15,-23.6229,-46.5548,Metropolitana de São Paulo,São Paulo
Guarulhos,3518800,2020-03-27,13,4,1.71,2,1,0.29,0.15,1351275,319,-23.4538,-46.5333,Metropolitana de São Paulo,Guarulhos
Embu das Artes,3515004,2020-03-27,1,0,0.14,0,0,0.0,0.0,270790,7,-23.6437,-46.8579,Metropolitana de São Paulo,Itapecerica da Serra
Ribeirão Pires,3543303,2020-03-27,1,0,0.14,0,0,0.0,0.0,118968,99,-23.7067,-46.4058,Metropolitana de São Paulo,São Paulo
Jaguariúna,3524709,2020-03-27,1,0,0.0,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
Louveira,3527306,2020-03-27,1,1,0.14,0,0,0.0,0.0,48268,55,-23.0856,-46.9484,Macro Metropolitana Paulista,Jundiaí
Santana de Parnaíba,3547304,2020-03-27,6,0,0.57,0,0,0.0,0.0,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Vargem Grande Paulista,3556453,2020-03-27,2,1,0.29,1,0,0.14,0.5,52762,42,-23.5993,-47.022,Metropolitana de São Paulo,Itapecerica da Serra
Poá,3539806,2020-03-27,1,0,0.14,0,0,0.0,0.0,115538,17,-23.5333,-46.3473,Metropolitana de São Paulo,Mogi das Cruzes
Arujá,3503901,2020-03-27,1,0,0.14,0,0,0.0,0.0,89744,96,-23.3965,-46.32,Metropolitana de São Paulo,Guarulhos
Ferraz de Vasconcelos,3515707,2020-03-27,2,1,0.14,0,0,0.0,0.0,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Mairiporã,3528502,2020-03-27,2,1,0.29,0,0,0.0,0.0,98622,32,-23.3171,-46.5897,Metropolitana de São Paulo,Franco da Rocha
Taboão da Serra,3552809,2020-03-27,2,0,0.29,1,0,0.14,0.5,283871,20,-23.6019,-46.7526,Metropolitana de São Paulo,Itapecerica da Serra
São Bernardo do Campo,3548708,2020-03-27,15,2,1.57,0,0,0.0,0.0,812086,410,-23.6914,-46.5646,Metropolitana de São Paulo,São Paulo
Mauá,3529401,2020-03-27,2,0,0.14,0,0,0.0,0.0,460132,62,-23.6677,-46.4613,Metropolitana de São Paulo,São Paulo
Carapicuíba,3510609,2020-03-27,2,0,0.0,0,0,0.0,0.0,394598,35,-23.5235,-46.8407,Metropolitana de São Paulo,Osasco
Santo André,3547809,2020-03-27,17,1,2.0,0,0,0.0,0.0,693867,176,-23.6737,-46.5432,Metropolitana de São Paulo,São Paulo
Osasco,3534401,2020-03-27,4,1,0.43,0,0,0.0,0.0,680964,65,-23.5324,-46.7916,Metropolitana de São Paulo,Osasco
Caieiras,3509007,2020-03-27,2,0,0.29,0,0,0.0,0.0,100612,98,-23.3607,-46.7397,Metropolitana de São Paulo,Franco da Rocha
Barueri,3505708,2020-03-27,3,0,0.29,0,0,0.0,0.0,264390,7,-23.5057,-46.879,Metropolitana de São Paulo,Osasco
Campinas,3509502,2020-03-27,5,1,0.57,0,0,0.0,0.0,1175501,795,-22.9053,-47.0659,Campinas,Campinas
Mogi das Cruzes,3530607,2020-03-27,8,1,1.0,0,0,0.0,0.0,432905,713,-23.5208,-46.1854,Metropolitana de São Paulo,Mogi das Cruzes
Cotia,3513009,2020-03-27,6,1,0.57,0,0,0.0,0.0,247424,324,-23.6022,-46.919,Metropolitana de São Paulo,Itapecerica da Serra
Ribeirão Preto,3543402,2020-03-27,3,2,0.43,1,0,0.14,0.33,683777,651,-21.1699,-47.8099,Ribeirão Preto,Ribeirão Preto
Sorocaba,3552205,2020-03-27,1,1,0.14,0,0,0.0,0.0,658547,450,-23.4969,-47.4451,Macro Metropolitana Paulista,Sorocaba
São José dos Campos,3549904,2020-03-27,4,2,0.43,0,0,0.0,0.0,710654,1099,-23.1896,-45.8841,Vale do Paraíba Paulista,São José dos Campos
São Sebastião,3550704,2020-03-27,2,0,0.29,0,0,0.0,0.0,87135,40,-23.7951,-45.4143,Vale do Paraíba Paulista,Caraguatatuba
São Paulo,3550308,2020-03-27,1044,145,105.43,62,9,7.57,0.06,11869660,1521,-23.5329,-46.6395,Metropolitana de São Paulo,São Paulo
Tatuí,3554003,2020-03-27,1,0,0.14,0,0,0.0,0.0,120123,524,-23.3487,-47.8461,Itapetininga ,Tatuí
Carapicuíba,3510609,2020-03-28,2,0,0.0,0,0,0.0,0.0,394598,35,-23.5235,-46.8407,Metropolitana de São Paulo,Osasco
Ribeirão Pires,3543303,2020-03-28,1,0,0.14,0,0,0.0,0.0,118968,99,-23.7067,-46.4058,Metropolitana de São Paulo,São Paulo
Valinhos,3556206,2020-03-28,1,0,0.14,0,0,0.0,0.0,124742,149,-22.9698,-46.9974,Campinas,Campinas
Poá,3539806,2020-03-28,1,0,0.14,0,0,0.0,0.0,115538,17,-23.5333,-46.3473,Metropolitana de São Paulo,Mogi das Cruzes
Tatuí,3554003,2020-03-28,1,0,0.14,0,0,0.0,0.0,120123,524,-23.3487,-47.8461,Itapetininga ,Tatuí
Mauá,3529401,2020-03-28,2,0,0.14,0,0,0.0,0.0,460132,62,-23.6677,-46.4613,Metropolitana de São Paulo,São Paulo
São Sebastião,3550704,2020-03-28,2,0,0.29,0,0,0.0,0.0,87135,40,-23.7951,-45.4143,Vale do Paraíba Paulista,Caraguatatuba
Hortolândia,3519071,2020-03-28,1,0,0.0,0,0,0.0,0.0,230268,62,-22.8529,-47.2143,Campinas,Campinas
Embu das Artes,3515004,2020-03-28,1,0,0.14,0,0,0.0,0.0,270790,7,-23.6437,-46.8579,Metropolitana de São Paulo,Itapecerica da Serra
Ferraz de Vasconcelos,3515707,2020-03-28,2,0,0.14,0,0,0.0,0.0,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Mairiporã,3528502,2020-03-28,2,0,0.29,0,0,0.0,0.0,98622,32,-23.3171,-46.5897,Metropolitana de São Paulo,Franco da Rocha
Vargem Grande Paulista,3556453,2020-03-28,2,0,0.29,1,0,0.14,0.5,52762,42,-23.5993,-47.022,Metropolitana de São Paulo,Itapecerica da Serra
Campinas,3509502,2020-03-28,5,0,0.57,0,0,0.0,0.0,1175501,795,-22.9053,-47.0659,Campinas,Campinas
Sorocaba,3552205,2020-03-28,1,0,0.14,0,0,0.0,0.0,658547,450,-23.4969,-47.4451,Macro Metropolitana Paulista,Sorocaba
São Paulo,3550308,2020-03-28,1044,0,105.43,62,0,7.57,0.06,11869660,1521,-23.5329,-46.6395,Metropolitana de São Paulo,São Paulo
São José dos Campos,3549904,2020-03-28,4,0,0.43,0,0,0.0,0.0,710654,1099,-23.1896,-45.8841,Vale do Paraíba Paulista,São José dos Campos
Mogi das Cruzes,3530607,2020-03-28,8,0,1.0,0,0,0.0,0.0,432905,713,-23.5208,-46.1854,Metropolitana de São Paulo,Mogi das Cruzes
Jaguariúna,3524709,2020-03-28,1,0,0.0,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
Caieiras,3509007,2020-03-28,2,0,0.29,0,0,0.0,0.0,100612,98,-23.3607,-46.7397,Metropolitana de São Paulo,Franco da Rocha
Barueri,3505708,2020-03-28,3,0,0.29,0,0,0.0,0.0,264390,7,-23.5057,-46.879,Metropolitana de São Paulo,Osasco
Ribeirão Preto,3543402,2020-03-28,3,0,0.43,1,0,0.14,0.33,683777,651,-21.1699,-47.8099,Ribeirão Preto,Ribeirão Preto
Jundiaí,3525904,2020-03-28,3,0,0.43,0,0,0.0,0.0,407016,431,-23.1852,-46.8974,Macro Metropolitana Paulista,Jundiaí
Santo André,3547809,2020-03-28,17,0,2.0,0,0,0.0,0.0,693867,176,-23.6737,-46.5432,Metropolitana de São Paulo,São Paulo
São Bernardo do Campo,3548708,2020-03-28,15,0,1.57,0,0,0.0,0.0,812086,410,-23.6914,-46.5646,Metropolitana de São Paulo,São Paulo
Louveira,3527306,2020-03-28,1,0,0.14,0,0,0.0,0.0,48268,55,-23.0856,-46.9484,Macro Metropolitana Paulista,Jundiaí
São Caetano do Sul,3548807,2020-03-28,16,0,1.71,0,0,0.0,0.0,151244,15,-23.6229,-46.5548,Metropolitana de São Paulo,São Paulo
São José do Rio Preto,3549805,2020-03-28,1,0,0.0,0,0,0.0,0.0,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Arujá,3503901,2020-03-28,1,0,0.14,0,0,0.0,0.0,89744,96,-23.3965,-46.32,Metropolitana de São Paulo,Guarulhos
Guarulhos,3518800,2020-03-28,13,0,1.71,2,0,0.29,0.15,1351275,319,-23.4538,-46.5333,Metropolitana de São Paulo,Guarulhos
Cotia,3513009,2020-03-28,6,0,0.57,0,0,0.0,0.0,247424,324,-23.6022,-46.919,Metropolitana de São Paulo,Itapecerica da Serra
Taboão da Serra,3552809,2020-03-28,2,0,0.29,1,0,0.14,0.5,283871,20,-23.6019,-46.7526,Metropolitana de São Paulo,Itapecerica da Serra
Suzano,3552502,2020-03-28,1,0,0.0,0,0,0.0,0.0,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
Taubaté,3554102,2020-03-28,1,0,0.0,0,0,0.0,0.0,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Santana de Parnaíba,3547304,2020-03-28,6,0,0.57,0,0,0.0,0.0,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Osasco,3534401,2020-03-28,4,0,0.43,0,0,0.0,0.0,680964,65,-23.5324,-46.7916,Metropolitana de São Paulo,Osasco
Osasco,3534401,2020-03-29,4,0,0.43,0,0,0.0,0.0,680964,65,-23.5324,-46.7916,Metropolitana de São Paulo,Osasco
Jaguariúna,3524709,2020-03-29,1,0,0.0,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
Cotia,3513009,2020-03-29,6,0,0.57,0,0,0.0,0.0,247424,324,-23.6022,-46.919,Metropolitana de São Paulo,Itapecerica da Serra
Mairiporã,3528502,2020-03-29,2,0,0.29,0,0,0.0,0.0,98622,32,-23.3171,-46.5897,Metropolitana de São Paulo,Franco da Rocha
Sorocaba,3552205,2020-03-29,1,0,0.14,0,0,0.0,0.0,658547,450,-23.4969,-47.4451,Macro Metropolitana Paulista,Sorocaba
Suzano,3552502,2020-03-29,1,0,0.0,0,0,0.0,0.0,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
Mauá,3529401,2020-03-29,2,0,0.14,0,0,0.0,0.0,460132,62,-23.6677,-46.4613,Metropolitana de São Paulo,São Paulo
Ferraz de Vasconcelos,3515707,2020-03-29,2,0,0.14,0,0,0.0,0.0,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Taboão da Serra,3552809,2020-03-29,2,0,0.29,1,0,0.14,0.5,283871,20,-23.6019,-46.7526,Metropolitana de São Paulo,Itapecerica da Serra
Caieiras,3509007,2020-03-29,2,0,0.29,0,0,0.0,0.0,100612,98,-23.3607,-46.7397,Metropolitana de São Paulo,Franco da Rocha
São Sebastião,3550704,2020-03-29,2,0,0.29,0,0,0.0,0.0,87135,40,-23.7951,-45.4143,Vale do Paraíba Paulista,Caraguatatuba
Hortolândia,3519071,2020-03-29,1,0,0.0,0,0,0.0,0.0,230268,62,-22.8529,-47.2143,Campinas,Campinas
São Caetano do Sul,3548807,2020-03-29,16,0,1.71,0,0,0.0,0.0,151244,15,-23.6229,-46.5548,Metropolitana de São Paulo,São Paulo
São José do Rio Preto,3549805,2020-03-29,1,0,0.0,0,0,0.0,0.0,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Valinhos,3556206,2020-03-29,1,0,0.14,0,0,0.0,0.0,124742,149,-22.9698,-46.9974,Campinas,Campinas
Ribeirão Pires,3543303,2020-03-29,1,0,0.14,0,0,0.0,0.0,118968,99,-23.7067,-46.4058,Metropolitana de São Paulo,São Paulo
Embu das Artes,3515004,2020-03-29,1,0,0.14,0,0,0.0,0.0,270790,7,-23.6437,-46.8579,Metropolitana de São Paulo,Itapecerica da Serra
Louveira,3527306,2020-03-29,1,0,0.14,0,0,0.0,0.0,48268,55,-23.0856,-46.9484,Macro Metropolitana Paulista,Jundiaí
Ribeirão Preto,3543402,2020-03-29,3,0,0.43,1,0,0.14,0.33,683777,651,-21.1699,-47.8099,Ribeirão Preto,Ribeirão Preto
Tatuí,3554003,2020-03-29,1,0,0.14,0,0,0.0,0.0,120123,524,-23.3487,-47.8461,Itapetininga ,Tatuí
São Paulo,3550308,2020-03-29,1044,0,105.43,62,0,7.57,0.06,11869660,1521,-23.5329,-46.6395,Metropolitana de São Paulo,São Paulo
Mogi das Cruzes,3530607,2020-03-29,8,0,1.0,0,0,0.0,0.0,432905,713,-23.5208,-46.1854,Metropolitana de São Paulo,Mogi das Cruzes
São José dos Campos,3549904,2020-03-29,4,0,0.43,0,0,0.0,0.0,710654,1099,-23.1896,-45.8841,Vale do Paraíba Paulista,São José dos Campos
Poá,3539806,2020-03-29,1,0,0.14,0,0,0.0,0.0,115538,17,-23.5333,-46.3473,Metropolitana de São Paulo,Mogi das Cruzes
Jundiaí,3525904,2020-03-29,3,0,0.43,0,0,0.0,0.0,407016,431,-23.1852,-46.8974,Macro Metropolitana Paulista,Jundiaí
Santo André,3547809,2020-03-29,17,0,2.0,0,0,0.0,0.0,693867,176,-23.6737,-46.5432,Metropolitana de São Paulo,São Paulo
Vargem Grande Paulista,3556453,2020-03-29,2,0,0.29,1,0,0.14,0.5,52762,42,-23.5993,-47.022,Metropolitana de São Paulo,Itapecerica da Serra
Santana de Parnaíba,3547304,2020-03-29,6,0,0.57,0,0,0.0,0.0,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Arujá,3503901,2020-03-29,1,0,0.14,0,0,0.0,0.0,89744,96,-23.3965,-46.32,Metropolitana de São Paulo,Guarulhos
Taubaté,3554102,2020-03-29,1,0,0.0,0,0,0.0,0.0,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Campinas,3509502,2020-03-29,5,0,0.57,0,0,0.0,0.0,1175501,795,-22.9053,-47.0659,Campinas,Campinas
São Bernardo do Campo,3548708,2020-03-29,15,0,1.57,0,0,0.0,0.0,812086,410,-23.6914,-46.5646,Metropolitana de São Paulo,São Paulo
Barueri,3505708,2020-03-29,3,0,0.29,0,0,0.0,0.0,264390,7,-23.5057,-46.879,Metropolitana de São Paulo,Osasco
Guarulhos,3518800,2020-03-29,13,0,1.71,2,0,0.29,0.15,1351275,319,-23.4538,-46.5333,Metropolitana de São Paulo,Guarulhos
Carapicuíba,3510609,2020-03-29,2,0,0.0,0,0,0.0,0.0,394598,35,-23.5235,-46.8407,Metropolitana de São Paulo,Osasco
Louveira,3527306,2020-03-30,1,0,0.14,0,0,0.0,0.0,48268,55,-23.0856,-46.9484,Macro Metropolitana Paulista,Jundiaí
Penápolis,3537305,2020-03-30,1,1,0.14,0,0,0.0,0.0,60774,711,-21.4148,-50.0769,Araçatuba,Birigui
Guarulhos,3518800,2020-03-30,14,1,1.86,2,0,0.29,0.14,1351275,319,-23.4538,-46.5333,Metropolitana de São Paulo,Guarulhos
Tatuí,3554003,2020-03-30,1,0,0.14,0,0,0.0,0.0,120123,524,-23.3487,-47.8461,Itapetininga ,Tatuí
São Caetano do Sul,3548807,2020-03-30,27,11,3.29,0,0,0.0,0.0,151244,15,-23.6229,-46.5548,Metropolitana de São Paulo,São Paulo
São José do Rio Preto,3549805,2020-03-30,3,2,0.29,0,0,0.0,0.0,447924,432,-20.8113,-49.3758,São José do Rio Preto,São José do Rio Preto
Itupeva,3524006,2020-03-30,1,1,0.14,0,0,0.0,0.0,59159,201,-23.1526,-47.0593,Macro Metropolitana Paulista,Jundiaí
Valinhos,3556206,2020-03-30,1,0,0.14,0,0,0.0,0.0,124742,149,-22.9698,-46.9974,Campinas,Campinas
Osasco,3534401,2020-03-30,15,11,2.0,1,1,0.14,0.07,680964,65,-23.5324,-46.7916,Metropolitana de São Paulo,Osasco
Poá,3539806,2020-03-30,1,0,0.14,0,0,0.0,0.0,115538,17,-23.5333,-46.3473,Metropolitana de São Paulo,Mogi das Cruzes
São Sebastião,3550704,2020-03-30,2,0,0.29,0,0,0.0,0.0,87135,40,-23.7951,-45.4143,Vale do Paraíba Paulista,Caraguatatuba
Ribeirão Preto,3543402,2020-03-30,5,2,0.71,1,0,0.14,0.2,683777,651,-21.1699,-47.8099,Ribeirão Preto,Ribeirão Preto
