Município,codigo_ibge,Índice de Isolamento (%),Dia da Semana,Data
Carapicuíba,3510609,37,terça-feira ,2020-03-17
São Joaquim Da Barra,3549409,47,terça-feira ,2020-03-17
Ourinhos,3534708,39,terça-feira ,2020-03-17
Bauru,3506003,35,terça-feira ,2020-03-17
São Roque,3550605,43,terça-feira ,2020-03-17
São João Da Boa Vista,3549102,47,terça-feira ,2020-03-17
Itapeva,3522406,41,terça-feira ,2020-03-17
Fernandópolis,3515509,33,terça-feira ,2020-03-17
Barretos,3505500,44,terça-feira ,2020-03-17
Peruíbe,3537602,46,terça-feira ,2020-03-17
Itapetininga,3522307,42,terça-feira ,2020-03-17
São Vicente,3551009,43,terça-feira ,2020-03-17
Campo Limpo Paulista,3509601,41,terça-feira ,2020-03-17
Boituva,3507001,41,terça-feira ,2020-03-17
Assis,3504008,40,terça-feira ,2020-03-17
Olímpia,3533908,39,terça-feira ,2020-03-17
Estado De São Paulo,35,38,terça-feira ,2020-03-17
Rio Claro,3543907,40,terça-feira ,2020-03-17
São José Do Rio Preto,3549805,35,terça-feira ,2020-03-17
Ribeirão Pires,3543303,46,terça-feira ,2020-03-17
Araraquara,3503208,35,terça-feira ,2020-03-17
Registro,3542602,39,terça-feira ,2020-03-17
Itararé,3523206,52,terça-feira ,2020-03-17
Caraguatatuba,3510500,48,terça-feira ,2020-03-17
Barueri,3505708,34,terça-feira ,2020-03-17
Limeira,3526902,35,terça-feira ,2020-03-17
Presidente Prudente,3541406,34,terça-feira ,2020-03-17
Sorocaba,3552205,36,terça-feira ,2020-03-17
Jaú,3525300,42,quarta-feira ,2020-03-18
Taubaté,3554102,43,quarta-feira ,2020-03-18
São Carlos,3548906,43,quarta-feira ,2020-03-18
Osasco,3534401,40,quarta-feira ,2020-03-18
Batatais,3505906,46,quarta-feira ,2020-03-18
Hortolândia,3519071,42,quarta-feira ,2020-03-18
Caçapava,3508504,49,quarta-feira ,2020-03-18
Limeira,3526902,36,quarta-feira ,2020-03-18
Franca,3516200,38,quarta-feira ,2020-03-18
Ribeirão Pires,3543303,45,quarta-feira ,2020-03-18
Mogi Guaçu,3530706,42,quarta-feira ,2020-03-18
Itapeva,3522406,43,quarta-feira ,2020-03-18
Barretos,3505500,44,quarta-feira ,2020-03-18
Porto Ferreira,3540705,49,quarta-feira ,2020-03-18
Vargem Grande Paulista,3556453,42,quarta-feira ,2020-03-18
Araras,3503307,42,quarta-feira ,2020-03-18
Americana,3501608,41,quarta-feira ,2020-03-18
Votorantim,3557006,41,quarta-feira ,2020-03-18
Rio Grande Da Serra,3544103,44,quarta-feira ,2020-03-18
Indaiatuba,3520509,43,quarta-feira ,2020-03-18
São José Do Rio Preto,3549805,35,quarta-feira ,2020-03-18
Capivari,3510401,46,quarta-feira ,2020-03-18
Nova Odessa,3533403,37,quarta-feira ,2020-03-18
Pindamonhangaba,3538006,49,quarta-feira ,2020-03-18
São José Dos Campos,3549904,41,quarta-feira ,2020-03-18
Araraquara,3503208,37,quarta-feira ,2020-03-18
Guaratinguetá,3518404,45,quarta-feira ,2020-03-18
Monte Alto,3531308,45,quarta-feira ,2020-03-18
Artur Nogueira,3503802,44,quarta-feira ,2020-03-18
Suzano,3552502,43,quarta-feira ,2020-03-18
São Bernardo Do Campo,3548708,40,quarta-feira ,2020-03-18
Itararé,3523206,52,quarta-feira ,2020-03-18
Peruíbe,3537602,46,quarta-feira ,2020-03-18
Mogi Mirim,3530805,44,quarta-feira ,2020-03-18
Ribeirão Preto,3543402,36,quarta-feira ,2020-03-18
Monte Mor,3531803,46,quarta-feira ,2020-03-18
Caraguatatuba,3510500,49,quarta-feira ,2020-03-18
Jaboticabal,3524303,43,quarta-feira ,2020-03-18
Poá,3539806,40,quarta-feira ,2020-03-18
Amparo,3501905,46,quarta-feira ,2020-03-18
Santos,3548500,39,quarta-feira ,2020-03-18
Guarulhos,3518800,40,quarta-feira ,2020-03-18
Santa Bárbara D'Oeste,3545803,38,quarta-feira ,2020-03-18
Matão,3529302,42,quarta-feira ,2020-03-18
Cotia,3513009,44,quarta-feira ,2020-03-18
Itanhaém,3522109,51,quarta-feira ,2020-03-18
São Paulo,3550308,40,quarta-feira ,2020-03-18
Paulínia,3536505,42,quarta-feira ,2020-03-18
Rio Claro,3543907,41,quarta-feira ,2020-03-18
Valinhos,3556206,42,quarta-feira ,2020-03-18
Arujá,3503901,41,quarta-feira ,2020-03-18
Embu Das Artes,3515004,42,quarta-feira ,2020-03-18
Bragança Paulista,3507605,39,quarta-feira ,2020-03-18
Araçatuba,3502804,37,quarta-feira ,2020-03-18
São Roque,3550605,45,quarta-feira ,2020-03-18
Jaguariúna,3524709,42,quarta-feira ,2020-03-18
Caieiras,3509007,42,quarta-feira ,2020-03-18
Mairiporã,3528502,48,quarta-feira ,2020-03-18
Diadema,3513801,41,quarta-feira ,2020-03-18
Cruzeiro,3513405,55,quarta-feira ,2020-03-18
Salto,3545209,40,quarta-feira ,2020-03-18
São José Do Rio Pardo,3549706,48,quarta-feira ,2020-03-18
Itapevi,3522505,39,quarta-feira ,2020-03-18
Bauru,3506003,36,quarta-feira ,2020-03-18
Birigui,3506508,44,quarta-feira ,2020-03-18
Sorocaba,3552205,37,quarta-feira ,2020-03-18
Botucatu,3507506,41,quarta-feira ,2020-03-18
Itaquaquecetuba,3523107,44,quarta-feira ,2020-03-18
Olímpia,3533908,41,quarta-feira ,2020-03-18
Santo André,3547809,39,quarta-feira ,2020-03-18
Sertãozinho,3551702,45,quarta-feira ,2020-03-18
Taquaritinga,3553708,47,quarta-feira ,2020-03-18
Carapicuíba,3510609,39,quarta-feira ,2020-03-18
Catanduva,3511102,38,quarta-feira ,2020-03-18
Itapecerica Da Serra,3522208,42,quarta-feira ,2020-03-18
Leme,3526704,50,quarta-feira ,2020-03-18
Votuporanga,3557105,48,quarta-feira ,2020-03-18
Lençóis Paulista,3526803,37,quarta-feira ,2020-03-18
Mongaguá,3531100,46,quarta-feira ,2020-03-18
Marília,3529005,37,quarta-feira ,2020-03-18
Taboão Da Serra,3552809,40,quarta-feira ,2020-03-18
Campos Do Jordão,3509700,43,quarta-feira ,2020-03-18
Campo Limpo Paulista,3509601,42,quarta-feira ,2020-03-18
Várzea Paulista,3556503,38,quarta-feira ,2020-03-18
Atibaia,3504107,42,quarta-feira ,2020-03-18
Santana De Parnaíba,3547304,43,quarta-feira ,2020-03-18
Boituva,3507001,42,quarta-feira ,2020-03-18
Embu-Guaçu,3515103,40,quarta-feira ,2020-03-18
Santa Isabel,3546801,39,quarta-feira ,2020-03-18
Penápolis,3537305,46,quarta-feira ,2020-03-18
Jandira,3525003,32,quarta-feira ,2020-03-18
Cubatão,3513504,39,quarta-feira ,2020-03-18
Mococa,3530508,51,quarta-feira ,2020-03-18
Itapira,3522604,45,quarta-feira ,2020-03-18
Barueri,3505708,37,quarta-feira ,2020-03-18
Piedade,3537800,48,quarta-feira ,2020-03-18
Franco Da Rocha,3516408,41,quarta-feira ,2020-03-18
Piracicaba,3538709,38,quarta-feira ,2020-03-18
Jundiaí,3525904,37,quarta-feira ,2020-03-18
Presidente Prudente,3541406,35,quarta-feira ,2020-03-18
Itupeva,3524006,38,quarta-feira ,2020-03-18
Pirassununga,3539301,49,quarta-feira ,2020-03-18
Ourinhos,3534708,40,quarta-feira ,2020-03-18
Bebedouro,3506102,52,quarta-feira ,2020-03-18
Itapetininga,3522307,44,quarta-feira ,2020-03-18
Ibiúna,3519709,54,quarta-feira ,2020-03-18
São Joaquim Da Barra,3549409,48,quarta-feira ,2020-03-18
São João Da Boa Vista,3549102,48,quarta-feira ,2020-03-18
Mirassol,3530300,45,quarta-feira ,2020-03-18
Cosmópolis,3512803,42,quarta-feira ,2020-03-18
Praia Grande,3541000,42,quarta-feira ,2020-03-18
Campinas,3509502,40,quarta-feira ,2020-03-18
São Sebastião,3550704,57,quarta-feira ,2020-03-18
Mogi Das Cruzes,3530607,41,quarta-feira ,2020-03-18
Cajamar,3509205,45,quarta-feira ,2020-03-18
Estado De São Paulo,35,40,quarta-feira ,2020-03-18
Registro,3542602,39,quarta-feira ,2020-03-18
Fernandópolis,3515509,33,quarta-feira ,2020-03-18
Tatuí,3554003,43,quarta-feira ,2020-03-18
Assis,3504008,42,quarta-feira ,2020-03-18
Bertioga,3506359,46,quarta-feira ,2020-03-18
Jacareí,3524402,43,quarta-feira ,2020-03-18
Mauá,3529401,40,quarta-feira ,2020-03-18
Ibitinga,3519600,48,quarta-feira ,2020-03-18
Itatiba,3523404,40,quarta-feira ,2020-03-18
Guarujá,3518701,44,quarta-feira ,2020-03-18
Andradina,3502101,42,quarta-feira ,2020-03-18
Itu,3523909,40,quarta-feira ,2020-03-18
Porto Feliz,3540606,41,quarta-feira ,2020-03-18
Lins,3527108,41,quarta-feira ,2020-03-18
Ubatuba,3555406,55,quarta-feira ,2020-03-18
Tupã,3555000,38,quarta-feira ,2020-03-18
Vinhedo,3556701,45,quarta-feira ,2020-03-18
Avaré,3504503,43,quarta-feira ,2020-03-18
São Vicente,3551009,44,quarta-feira ,2020-03-18
Sumaré,3552403,37,quarta-feira ,2020-03-18
Francisco Morato,3516309,39,quarta-feira ,2020-03-18
Ferraz De Vasconcelos,3515707,41,quarta-feira ,2020-03-18
Lorena,3527207,55,quarta-feira ,2020-03-18
São Caetano Do Sul,3548807,40,quarta-feira ,2020-03-18
Cruzeiro,3513405,56,quinta-feira ,2020-03-19
Porto Ferreira,3540705,50,quinta-feira ,2020-03-19
Sertãozinho,3551702,47,quinta-feira ,2020-03-19
Indaiatuba,3520509,46,quinta-feira ,2020-03-19
Sorocaba,3552205,40,quinta-feira ,2020-03-19
Caraguatatuba,3510500,51,quinta-feira ,2020-03-19
Santana De Parnaíba,3547304,47,quinta-feira ,2020-03-19
Santa Isabel,3546801,41,quinta-feira ,2020-03-19
Itupeva,3524006,40,quinta-feira ,2020-03-19
Mococa,3530508,51,quinta-feira ,2020-03-19
Votuporanga,3557105,53,quinta-feira ,2020-03-19
Arujá,3503901,43,quinta-feira ,2020-03-19
São José Do Rio Preto,3549805,45,quinta-feira ,2020-03-19
Guarulhos,3518800,42,quinta-feira ,2020-03-19
Limeira,3526902,37,quinta-feira ,2020-03-19
Catanduva,3511102,39,quinta-feira ,2020-03-19
Olímpia,3533908,41,quinta-feira ,2020-03-19
Várzea Paulista,3556503,40,quinta-feira ,2020-03-19
Santa Bárbara D'Oeste,3545803,39,quinta-feira ,2020-03-19
Americana,3501608,42,quinta-feira ,2020-03-19
Suzano,3552502,45,quinta-feira ,2020-03-19
Pindamonhangaba,3538006,50,quinta-feira ,2020-03-19
Vargem Grande Paulista,3556453,44,quinta-feira ,2020-03-19
Rio Claro,3543907,42,quinta-feira ,2020-03-19
Franca,3516200,39,quinta-feira ,2020-03-19
Guaratinguetá,3518404,48,quinta-feira ,2020-03-19
Osasco,3534401,42,quinta-feira ,2020-03-19
Araraquara,3503208,38,quinta-feira ,2020-03-19
São José Dos Campos,3549904,50,quinta-feira ,2020-03-19
Jacareí,3524402,47,quinta-feira ,2020-03-19
Registro,3542602,40,quinta-feira ,2020-03-19
Jaú,3525300,43,quinta-feira ,2020-03-19
Bauru,3506003,37,quinta-feira ,2020-03-19
Francisco Morato,3516309,41,quinta-feira ,2020-03-19
Taboão Da Serra,3552809,43,quinta-feira ,2020-03-19
Lorena,3527207,56,quinta-feira ,2020-03-19
Cajamar,3509205,47,quinta-feira ,2020-03-19
Ubatuba,3555406,58,quinta-feira ,2020-03-19
Santo André,3547809,43,quinta-feira ,2020-03-19
Avaré,3504503,45,quinta-feira ,2020-03-19
Itu,3523909,42,quinta-feira ,2020-03-19
Bebedouro,3506102,54,quinta-feira ,2020-03-19
Itapecerica Da Serra,3522208,47,quinta-feira ,2020-03-19
Campinas,3509502,43,quinta-feira ,2020-03-19
Mirassol,3530300,47,quinta-feira ,2020-03-19
Praia Grande,3541000,44,quinta-feira ,2020-03-19
Lins,3527108,43,quinta-feira ,2020-03-19
Rio Grande Da Serra,3544103,47,quinta-feira ,2020-03-19
Bragança Paulista,3507605,41,quinta-feira ,2020-03-19
Taubaté,3554102,46,quinta-feira ,2020-03-19
Ourinhos,3534708,42,quinta-feira ,2020-03-19
Cubatão,3513504,40,quinta-feira ,2020-03-19
Fernandópolis,3515509,34,quinta-feira ,2020-03-19
Campo Limpo Paulista,3509601,44,quinta-feira ,2020-03-19
Atibaia,3504107,43,quinta-feira ,2020-03-19
Itapetininga,3522307,45,quinta-feira ,2020-03-19
São Joaquim Da Barra,3549409,48,quinta-feira ,2020-03-19
Mogi Das Cruzes,3530607,44,quinta-feira ,2020-03-19
Campos Do Jordão,3509700,45,quinta-feira ,2020-03-19
Penápolis,3537305,47,quinta-feira ,2020-03-19
Mogi Guaçu,3530706,44,quinta-feira ,2020-03-19
Jandira,3525003,41,quinta-feira ,2020-03-19
Sumaré,3552403,40,quinta-feira ,2020-03-19
Guarujá,3518701,45,quinta-feira ,2020-03-19
Peruíbe,3537602,47,quinta-feira ,2020-03-19
Andradina,3502101,44,quinta-feira ,2020-03-19
Cosmópolis,3512803,44,quinta-feira ,2020-03-19
São Roque,3550605,45,quinta-feira ,2020-03-19
Piracicaba,3538709,39,quinta-feira ,2020-03-19
Leme,3526704,50,quinta-feira ,2020-03-19
Lençóis Paulista,3526803,38,quinta-feira ,2020-03-19
Matão,3529302,43,quinta-feira ,2020-03-19
Capivari,3510401,46,quinta-feira ,2020-03-19
Hortolândia,3519071,43,quinta-feira ,2020-03-19
Barretos,3505500,44,quinta-feira ,2020-03-19
São Carlos,3548906,45,quinta-feira ,2020-03-19
São Bernardo Do Campo,3548708,42,quinta-feira ,2020-03-19
Estado De São Paulo,35,42,quinta-feira ,2020-03-19
Embu Das Artes,3515004,44,quinta-feira ,2020-03-19
Caçapava,3508504,52,quinta-feira ,2020-03-19
Caieiras,3509007,43,quinta-feira ,2020-03-19
Bertioga,3506359,48,quinta-feira ,2020-03-19
Mongaguá,3531100,46,quinta-feira ,2020-03-19
Embu-Guaçu,3515103,42,quinta-feira ,2020-03-19
Porto Feliz,3540606,42,quinta-feira ,2020-03-19
Ribeirão Preto,3543402,39,quinta-feira ,2020-03-19
Vinhedo,3556701,47,quinta-feira ,2020-03-19
Tatuí,3554003,45,quinta-feira ,2020-03-19
Itararé,3523206,53,quinta-feira ,2020-03-19
Ibiúna,3519709,55,quinta-feira ,2020-03-19
São Vicente,3551009,47,quinta-feira ,2020-03-19
Artur Nogueira,3503802,45,quinta-feira ,2020-03-19
Diadema,3513801,43,quinta-feira ,2020-03-19
Itapeva,3522406,43,quinta-feira ,2020-03-19
São João Da Boa Vista,3549102,50,quinta-feira ,2020-03-19
Araras,3503307,43,quinta-feira ,2020-03-19
Carapicuíba,3510609,42,quinta-feira ,2020-03-19
Marília,3529005,40,quinta-feira ,2020-03-19
Botucatu,3507506,43,quinta-feira ,2020-03-19
Santos,3548500,42,quinta-feira ,2020-03-19
Amparo,3501905,47,quinta-feira ,2020-03-19
Poá,3539806,46,quinta-feira ,2020-03-19
Ribeirão Pires,3543303,53,quinta-feira ,2020-03-19
Monte Alto,3531308,45,quinta-feira ,2020-03-19
Mauá,3529401,42,quinta-feira ,2020-03-19
Batatais,3505906,45,quinta-feira ,2020-03-19
Boituva,3507001,43,quinta-feira ,2020-03-19
Araçatuba,3502804,38,quinta-feira ,2020-03-19
Jaguariúna,3524709,44,quinta-feira ,2020-03-19
Mairiporã,3528502,50,quinta-feira ,2020-03-19
Assis,3504008,44,quinta-feira ,2020-03-19
Jaboticabal,3524303,42,quinta-feira ,2020-03-19
São Sebastião,3550704,60,quinta-feira ,2020-03-19
Mogi Mirim,3530805,49,quinta-feira ,2020-03-19
São José Do Rio Pardo,3549706,49,quinta-feira ,2020-03-19
Nova Odessa,3533403,37,quinta-feira ,2020-03-19
Ibitinga,3519600,49,quinta-feira ,2020-03-19
Barueri,3505708,38,quinta-feira ,2020-03-19
Presidente Prudente,3541406,37,quinta-feira ,2020-03-19
Birigui,3506508,45,quinta-feira ,2020-03-19
São Caetano Do Sul,3548807,43,quinta-feira ,2020-03-19
Salto,3545209,41,quinta-feira ,2020-03-19
Votorantim,3557006,45,quinta-feira ,2020-03-19
Piedade,3537800,50,quinta-feira ,2020-03-19
Cotia,3513009,46,quinta-feira ,2020-03-19
Valinhos,3556206,45,quinta-feira ,2020-03-19
Itatiba,3523404,41,quinta-feira ,2020-03-19
Franco Da Rocha,3516408,43,quinta-feira ,2020-03-19
Jundiaí,3525904,39,quinta-feira ,2020-03-19
Pirassununga,3539301,51,quinta-feira ,2020-03-19
Taquaritinga,3553708,48,quinta-feira ,2020-03-19
Itapira,3522604,47,quinta-feira ,2020-03-19
Itaquaquecetuba,3523107,46,quinta-feira ,2020-03-19
Tupã,3555000,40,quinta-feira ,2020-03-19
Paulínia,3536505,44,quinta-feira ,2020-03-19
Ferraz De Vasconcelos,3515707,43,quinta-feira ,2020-03-19
Itanhaém,3522109,51,quinta-feira ,2020-03-19
São Paulo,3550308,43,quinta-feira ,2020-03-19
Monte Mor,3531803,47,quinta-feira ,2020-03-19
Itapevi,3522505,39,quinta-feira ,2020-03-19
Registro,3542602,42,sexta-feira ,2020-03-20
Fernandópolis,3515509,35,sexta-feira ,2020-03-20
Cajamar,3509205,48,sexta-feira ,2020-03-20
Tatuí,3554003,46,sexta-feira ,2020-03-20
Estado De São Paulo,35,44,sexta-feira ,2020-03-20
Mogi Mirim,3530805,48,sexta-feira ,2020-03-20
São Paulo,3550308,45,sexta-feira ,2020-03-20
Penápolis,3537305,46,sexta-feira ,2020-03-20
Mococa,3530508,51,sexta-feira ,2020-03-20
Itapevi,3522505,44,sexta-feira ,2020-03-20
Caieiras,3509007,44,sexta-feira ,2020-03-20
Limeira,3526902,38,sexta-feira ,2020-03-20
Ibiúna,3519709,55,sexta-feira ,2020-03-20
Araras,3503307,44,sexta-feira ,2020-03-20
Piracicaba,3538709,40,sexta-feira ,2020-03-20
Araraquara,3503208,38,sexta-feira ,2020-03-20
Assis,3504008,45,sexta-feira ,2020-03-20
Monte Alto,3531308,45,sexta-feira ,2020-03-20
São José Do Rio Preto,3549805,40,sexta-feira ,2020-03-20
Taubaté,3554102,48,sexta-feira ,2020-03-20
Matão,3529302,43,sexta-feira ,2020-03-20
Taquaritinga,3553708,50,sexta-feira ,2020-03-20
São Vicente,3551009,49,sexta-feira ,2020-03-20
Votuporanga,3557105,48,sexta-feira ,2020-03-20
São João Da Boa Vista,3549102,51,sexta-feira ,2020-03-20
Sorocaba,3552205,40,sexta-feira ,2020-03-20
Indaiatuba,3520509,47,sexta-feira ,2020-03-20
Carapicuíba,3510609,44,sexta-feira ,2020-03-20
Francisco Morato,3516309,42,sexta-feira ,2020-03-20
São José Do Rio Pardo,3549706,48,sexta-feira ,2020-03-20
Itapeva,3522406,44,sexta-feira ,2020-03-20
São Carlos,3548906,46,sexta-feira ,2020-03-20
Franco Da Rocha,3516408,44,sexta-feira ,2020-03-20
Taboão Da Serra,3552809,44,sexta-feira ,2020-03-20
Lençóis Paulista,3526803,37,sexta-feira ,2020-03-20
São Caetano Do Sul,3548807,44,sexta-feira ,2020-03-20
Bragança Paulista,3507605,41,sexta-feira ,2020-03-20
Itapira,3522604,49,sexta-feira ,2020-03-20
Bertioga,3506359,49,sexta-feira ,2020-03-20
São Joaquim Da Barra,3549409,46,sexta-feira ,2020-03-20
Guarujá,3518701,49,sexta-feira ,2020-03-20
Pirassununga,3539301,51,sexta-feira ,2020-03-20
Franca,3516200,44,sexta-feira ,2020-03-20
Campos Do Jordão,3509700,48,sexta-feira ,2020-03-20
Andradina,3502101,44,sexta-feira ,2020-03-20
Itapetininga,3522307,45,sexta-feira ,2020-03-20
São Roque,3550605,48,sexta-feira ,2020-03-20
Bauru,3506003,38,sexta-feira ,2020-03-20
Santa Isabel,3546801,41,sexta-feira ,2020-03-20
Sumaré,3552403,40,sexta-feira ,2020-03-20
Amparo,3501905,48,sexta-feira ,2020-03-20
Leme,3526704,49,sexta-feira ,2020-03-20
Avaré,3504503,44,sexta-feira ,2020-03-20
Mauá,3529401,44,sexta-feira ,2020-03-20
Presidente Prudente,3541406,37,sexta-feira ,2020-03-20
Mongaguá,3531100,47,sexta-feira ,2020-03-20
Itapecerica Da Serra,3522208,49,sexta-feira ,2020-03-20
Ribeirão Pires,3543303,50,sexta-feira ,2020-03-20
Ibitinga,3519600,49,sexta-feira ,2020-03-20
Itanhaém,3522109,53,sexta-feira ,2020-03-20
Ferraz De Vasconcelos,3515707,45,sexta-feira ,2020-03-20
Botucatu,3507506,43,sexta-feira ,2020-03-20
São José Dos Campos,3549904,47,sexta-feira ,2020-03-20
Mirassol,3530300,45,sexta-feira ,2020-03-20
Votorantim,3557006,44,sexta-feira ,2020-03-20
Suzano,3552502,46,sexta-feira ,2020-03-20
Pindamonhangaba,3538006,51,sexta-feira ,2020-03-20
Olímpia,3533908,42,sexta-feira ,2020-03-20
Barueri,3505708,39,sexta-feira ,2020-03-20
Rio Grande Da Serra,3544103,47,sexta-feira ,2020-03-20
São Sebastião,3550704,60,sexta-feira ,2020-03-20
Santana De Parnaíba,3547304,49,sexta-feira ,2020-03-20
Lins,3527108,44,sexta-feira ,2020-03-20
Praia Grande,3541000,47,sexta-feira ,2020-03-20
Campinas,3509502,44,sexta-feira ,2020-03-20
Itatiba,3523404,42,sexta-feira ,2020-03-20
Ubatuba,3555406,62,sexta-feira ,2020-03-20
Caraguatatuba,3510500,52,sexta-feira ,2020-03-20
Tupã,3555000,42,sexta-feira ,2020-03-20
Porto Feliz,3540606,43,sexta-feira ,2020-03-20
Americana,3501608,43,sexta-feira ,2020-03-20
Catanduva,3511102,40,sexta-feira ,2020-03-20
São Bernardo Do Campo,3548708,44,sexta-feira ,2020-03-20
Poá,3539806,48,sexta-feira ,2020-03-20
Jandira,3525003,42,sexta-feira ,2020-03-20
Birigui,3506508,46,sexta-feira ,2020-03-20
Guarulhos,3518800,44,sexta-feira ,2020-03-20
Embu-Guaçu,3515103,41,sexta-feira ,2020-03-20
Piedade,3537800,50,sexta-feira ,2020-03-20
Hortolândia,3519071,45,sexta-feira ,2020-03-20
Itaquaquecetuba,3523107,47,sexta-feira ,2020-03-20
Sertãozinho,3551702,45,sexta-feira ,2020-03-20
Bebedouro,3506102,56,sexta-feira ,2020-03-20
Lorena,3527207,57,sexta-feira ,2020-03-20
Atibaia,3504107,44,sexta-feira ,2020-03-20
Cosmópolis,3512803,43,sexta-feira ,2020-03-20
Caçapava,3508504,52,sexta-feira ,2020-03-20
Vinhedo,3556701,48,sexta-feira ,2020-03-20
Osasco,3534401,45,sexta-feira ,2020-03-20
Jaguariúna,3524709,44,sexta-feira ,2020-03-20
Cotia,3513009,47,sexta-feira ,2020-03-20
Várzea Paulista,3556503,42,sexta-feira ,2020-03-20
Salto,3545209,43,sexta-feira ,2020-03-20
Cubatão,3513504,40,sexta-feira ,2020-03-20
Arujá,3503901,44,sexta-feira ,2020-03-20
Mogi Guaçu,3530706,46,sexta-feira ,2020-03-20
Itararé,3523206,53,sexta-feira ,2020-03-20
Jacareí,3524402,46,sexta-feira ,2020-03-20
Porto Ferreira,3540705,50,sexta-feira ,2020-03-20
Cruzeiro,3513405,56,sexta-feira ,2020-03-20
Santa Bárbara D'Oeste,3545803,41,sexta-feira ,2020-03-20
Santos,3548500,45,sexta-feira ,2020-03-20
Rio Claro,3543907,43,sexta-feira ,2020-03-20
Jaboticabal,3524303,42,sexta-feira ,2020-03-20
Valinhos,3556206,46,sexta-feira ,2020-03-20
Embu Das Artes,3515004,45,sexta-feira ,2020-03-20
Ribeirão Preto,3543402,40,sexta-feira ,2020-03-20
Araçatuba,3502804,39,sexta-feira ,2020-03-20
Mairiporã,3528502,51,sexta-feira ,2020-03-20
Campo Limpo Paulista,3509601,47,sexta-feira ,2020-03-20
Monte Mor,3531803,46,sexta-feira ,2020-03-20
Guaratinguetá,3518404,49,sexta-feira ,2020-03-20
Nova Odessa,3533403,37,sexta-feira ,2020-03-20
Jaú,3525300,43,sexta-feira ,2020-03-20
Capivari,3510401,46,sexta-feira ,2020-03-20
Mogi Das Cruzes,3530607,45,sexta-feira ,2020-03-20
Boituva,3507001,43,sexta-feira ,2020-03-20
Diadema,3513801,45,sexta-feira ,2020-03-20
Itu,3523909,42,sexta-feira ,2020-03-20
Batatais,3505906,42,sexta-feira ,2020-03-20
Artur Nogueira,3503802,44,sexta-feira ,2020-03-20
Ourinhos,3534708,42,sexta-feira ,2020-03-20
Santo André,3547809,45,sexta-feira ,2020-03-20
Marília,3529005,39,sexta-feira ,2020-03-20
Jundiaí,3525904,42,sexta-feira ,2020-03-20
Itupeva,3524006,40,sexta-feira ,2020-03-20
Paulínia,3536505,46,sexta-feira ,2020-03-20
Barretos,3505500,46,sexta-feira ,2020-03-20
Vargem Grande Paulista,3556453,44,sexta-feira ,2020-03-20
Peruíbe,3537602,49,sexta-feira ,2020-03-20
Rio Grande Da Serra,3544103,55,sábado ,2020-03-21
Taubaté,3554102,59,sábado ,2020-03-21
Monte Mor,3531803,51,sábado ,2020-03-21
Leme,3526704,60,sábado ,2020-03-21
Campos Do Jordão,3509700,57,sábado ,2020-03-21
Avaré,3504503,51,sábado ,2020-03-21
Bragança Paulista,3507605,54,sábado ,2020-03-21
Jaboticabal,3524303,55,sábado ,2020-03-21
São Caetano Do Sul,3548807,56,sábado ,2020-03-21
Vinhedo,3556701,63,sábado ,2020-03-21
Valinhos,3556206,60,sábado ,2020-03-21
Embu-Guaçu,3515103,50,sábado ,2020-03-21
Bertioga,3506359,58,sábado ,2020-03-21
Itapira,3522604,61,sábado ,2020-03-21
Monte Alto,3531308,50,sábado ,2020-03-21
São José Do Rio Pardo,3549706,53,sábado ,2020-03-21
Tatuí,3554003,54,sábado ,2020-03-21
Piracicaba,3538709,52,sábado ,2020-03-21
Hortolândia,3519071,57,sábado ,2020-03-21
Votuporanga,3557105,60,sábado ,2020-03-21
Várzea Paulista,3556503,55,sábado ,2020-03-21
Assis,3504008,54,sábado ,2020-03-21
Santa Bárbara D'Oeste,3545803,52,sábado ,2020-03-21
São Bernardo Do Campo,3548708,55,sábado ,2020-03-21
São Sebastião,3550704,71,sábado ,2020-03-21
Arujá,3503901,57,sábado ,2020-03-21
Sorocaba,3552205,52,sábado ,2020-03-21
São Carlos,3548906,59,sábado ,2020-03-21
Nova Odessa,3533403,42,sábado ,2020-03-21
Barretos,3505500,57,sábado ,2020-03-21
Jandira,3525003,53,sábado ,2020-03-21
Andradina,3502101,50,sábado ,2020-03-21
Caçapava,3508504,64,sábado ,2020-03-21
Capivari,3510401,50,sábado ,2020-03-21
Sumaré,3552403,55,sábado ,2020-03-21
Mairiporã,3528502,62,sábado ,2020-03-21
Embu Das Artes,3515004,57,sábado ,2020-03-21
Mococa,3530508,54,sábado ,2020-03-21
Mogi Guaçu,3530706,58,sábado ,2020-03-21
Francisco Morato,3516309,54,sábado ,2020-03-21
Caieiras,3509007,58,sábado ,2020-03-21
Paulínia,3536505,61,sábado ,2020-03-21
Estado De São Paulo,35,56,sábado ,2020-03-21
São José Do Rio Preto,3549805,52,sábado ,2020-03-21
Cruzeiro,3513405,66,sábado ,2020-03-21
Itapevi,3522505,56,sábado ,2020-03-21
Ibitinga,3519600,55,sábado ,2020-03-21
Itararé,3523206,59,sábado ,2020-03-21
Araras,3503307,56,sábado ,2020-03-21
Itupeva,3524006,51,sábado ,2020-03-21
Ribeirão Preto,3543402,54,sábado ,2020-03-21
Santa Isabel,3546801,48,sábado ,2020-03-21
Itaquaquecetuba,3523107,58,sábado ,2020-03-21
Pirassununga,3539301,60,sábado ,2020-03-21
Votorantim,3557006,55,sábado ,2020-03-21
