Data,Departamento Regional de Saúde,mm7d da Ocupação dos leitos de UTI e Enfermaria (%),Nº de novas internações nos últimos 7 dias,Pacientes em tratamento na UTI,Total de leitos de UTI destinados à Covid,Ocupação dos leitos de UTI e Enfermaria (%),Novos casos de internações (UTI e Enfermaria),Pacientes em tratamento na Enfermaria,Total de leitos de Enfermaria destinados à Covid
2020-06-08,Município de São Paulo,76.0,5645,2597,3489,74.4,675,4071,5938
2020-06-08,DRS 02 Araçatuba,24.2,82,14,65,21.5,8,48,226
2020-06-08,DRS 03 Araraquara,33.8,150,25,74,33.8,20,70,318
2020-06-08,DRS 04 Baixada Santista,68.3,577,279,422,66.1,92,470,776
2020-06-08,DRS 05 Barretos,24.5,87,20,55,36.4,11,32,135
2020-06-08,Grande SP Sudoeste,74.4,292,77,107,72.0,44,190,396
2020-06-09,DRS 09 Marília,21.4,131,25,109,22.9,14,67,352
2020-06-09,Estado de São Paulo,66.6,12774,5318,7972,66.7,1616,8539,16495
2020-06-09,DRS 17 Taubaté,49.7,399,151,297,50.8,51,190,661
2020-06-09,DRS 16 Sorocaba,64.3,291,114,175,65.1,40,205,521
2020-06-09,DRS 15 São José do Rio Preto,33.6,298,81,250,32.4,44,132,562
2020-06-09,DRS 14 São João da Boa Vista,24.4,95,24,82,29.3,9,56,318
2020-06-09,DRS 13 Ribeirão Preto,58.4,364,93,150,62.0,39,163,330
2020-06-09,DRS 12 Registro,31.2,19,9,27,33.3,0,11,47
2020-06-09,DRS 11 Presidente Prudente,51.7,74,24,42,57.1,8,41,157
2020-06-09,DRS 10 Piracicaba,58.8,207,84,141,59.6,25,130,308
2020-06-09,DRS 08 Franca,47.0,44,14,36,38.9,4,40,125
2020-06-09,DRS 07 Campinas,66.4,1064,435,620,70.2,177,493,1103
2020-06-09,DRS 06 Bauru,48.6,270,57,128,44.5,30,177,451
2020-06-09,Grande SP Leste,71.1,746,308,418,73.7,101,536,929
2020-06-09,Grande SP Norte,74.3,129,79,104,76.0,13,115,234
2020-06-09,Grande SP Oeste,77.3,543,220,306,71.9,78,387,633
2020-06-09,Grande SP Sudeste,65.7,1276,523,802,65.2,157,804,1538
2020-06-09,Município de São Paulo,75.1,5631,2656,3556,74.7,680,4192,6319
2020-06-09,DRS 02 Araçatuba,24.3,81,16,65,24.6,4,45,230
2020-06-09,DRS 03 Araraquara,33.7,153,24,74,32.4,20,61,316
2020-06-09,DRS 04 Baixada Santista,67.8,581,287,427,67.2,72,477,838
2020-06-09,DRS 05 Barretos,27.7,93,19,55,34.6,10,35,131
2020-06-09,Grande SP Sudoeste,76.0,285,75,108,69.4,40,182,392
2020-06-10,DRS 09 Marília,21.8,137,29,109,26.6,28,75,354
2020-06-10,Estado de São Paulo,66.6,12948,5359,8009,66.9,2064,8700,16506
2020-06-10,DRS 17 Taubaté,50.5,411,145,296,49.0,66,198,662
2020-06-10,DRS 16 Sorocaba,65.5,313,118,171,69.0,55,194,504
2020-06-10,DRS 15 São José do Rio Preto,34.2,302,86,259,33.2,57,156,558
2020-06-10,DRS 14 São João da Boa Vista,25.4,117,28,86,32.6,35,76,318
2020-06-10,DRS 13 Ribeirão Preto,60.8,382,104,156,66.7,77,184,338
2020-06-10,DRS 12 Registro,31.2,19,8,27,29.6,4,16,48
2020-06-10,DRS 11 Presidente Prudente,52.8,72,25,42,59.5,10,46,164
2020-06-10,DRS 10 Piracicaba,59.8,212,90,140,64.3,32,123,311
2020-06-10,DRS 08 Franca,45.6,41,16,36,44.4,4,24,111
2020-06-10,DRS 07 Campinas,67.0,1054,449,671,66.9,155,528,1130
2020-06-10,DRS 06 Bauru,48.0,269,55,127,43.3,44,174,448
2020-06-10,Grande SP Leste,71.0,738,307,435,70.6,103,534,916
2020-06-10,Grande SP Norte,72.3,133,72,113,63.7,20,114,227
2020-06-10,Grande SP Oeste,75.3,550,219,307,71.3,84,374,649
2020-06-10,Grande SP Sudeste,65.1,1280,509,800,63.6,194,835,1538
2020-06-10,Município de São Paulo,75.2,5708,2677,3488,76.8,892,4219,6324
2020-06-10,DRS 02 Araçatuba,24.9,86,20,65,30.8,22,60,230
2020-06-10,DRS 03 Araraquara,33.8,148,28,80,35.0,25,66,314
2020-06-10,DRS 04 Baixada Santista,66.5,595,271,439,61.7,102,468,844
2020-06-10,DRS 05 Barretos,31.4,92,24,55,43.6,10,37,127
2020-06-10,Grande SP Sudoeste,74.9,289,79,107,73.8,45,199,391
2020-06-11,DRS 09 Marília,22.7,127,29,109,26.6,17,76,350
2020-06-11,Estado de São Paulo,66.5,13155,5578,8333,66.9,2054,8805,16837
2020-06-11,DRS 17 Taubaté,50.3,405,144,297,48.5,59,203,663
2020-06-11,DRS 16 Sorocaba,66.0,313,121,179,67.6,42,195,510
2020-06-11,DRS 15 São José do Rio Preto,36.0,337,100,259,38.6,61,163,557
2020-06-11,DRS 14 São João da Boa Vista,26.5,115,24,82,29.3,17,84,319
2020-06-11,DRS 13 Ribeirão Preto,63.4,387,113,157,72.0,52,174,337
2020-06-11,DRS 12 Registro,28.6,18,4,27,14.8,1,16,48
2020-06-11,DRS 11 Presidente Prudente,54.2,75,25,42,59.5,10,42,163
2020-06-11,DRS 10 Piracicaba,60.9,214,85,131,64.9,31,117,288
2020-06-11,DRS 08 Franca,42.4,44,12,36,33.3,8,28,125
2020-06-11,DRS 07 Campinas,67.6,1096,491,707,69.4,170,537,1171
2020-06-11,DRS 06 Bauru,45.6,282,58,124,46.8,52,174,464
2020-06-11,Grande SP Leste,71.2,752,311,446,69.7,113,527,922
2020-06-11,Grande SP Norte,71.0,139,78,114,68.4,24,124,272
2020-06-11,Grande SP Oeste,73.8,592,221,305,72.5,102,358,648
2020-06-11,Grande SP Sudeste,64.4,1299,521,786,66.3,196,889,1528
2020-06-11,Município de São Paulo,74.9,5764,2818,3790,74.4,913,4303,6547
2020-06-11,DRS 02 Araçatuba,27.0,84,22,65,33.8,15,56,230
2020-06-11,DRS 03 Araraquara,33.4,151,24,80,30.0,20,66,316
2020-06-11,DRS 04 Baixada Santista,65.1,577,268,437,61.3,90,455,837
2020-06-11,DRS 05 Barretos,36.2,97,29,54,53.7,15,27,151
2020-06-11,Grande SP Sudoeste,74.8,287,80,106,75.5,46,191,391
2020-06-12,DRS 08 Franca,41.3,50,15,36,41.7,11,38,112
2020-06-12,DRS 17 Taubaté,51.2,406,155,297,52.2,59,193,646
2020-06-12,DRS 16 Sorocaba,66.3,336,127,184,69.0,58,211,559
2020-06-12,DRS 15 São José do Rio Preto,36.3,339,105,260,40.4,53,145,585
2020-06-12,DRS 14 São João da Boa Vista,26.8,120,25,82,30.5,18,84,320
2020-06-12,DRS 13 Ribeirão Preto,65.3,405,117,161,72.7,70,187,338
2020-06-12,DRS 12 Registro,27.0,20,5,27,18.5,3,12,48
2020-06-12,DRS 11 Presidente Prudente,56.4,77,29,44,65.9,16,38,163
2020-06-12,DRS 10 Piracicaba,60.0,239,84,151,55.6,57,135,305
2020-06-12,DRS 09 Marília,24.6,136,38,113,33.6,30,70,350
2020-06-12,DRS 07 Campinas,69.0,1090,513,715,71.8,159,536,1156
2020-06-12,Estado de São Paulo,66.6,13263,5608,8368,67.0,2008,8680,16536
2020-06-12,DRS 05 Barretos,40.5,92,32,54,59.3,15,31,129
2020-06-12,Município de São Paulo,74.8,5777,2740,3749,73.1,866,4211,6151
2020-06-12,Grande SP Leste,70.9,750,320,466,68.7,103,514,940
2020-06-12,Grande SP Norte,69.3,135,77,115,67.0,19,128,270
2020-06-12,Grande SP Oeste,72.9,606,225,306,73.5,90,366,636
2020-06-12,DRS 06 Bauru,46.3,295,70,134,52.2,49,166,502
2020-06-12,Grande SP Sudoeste,74.7,277,79,109,72.5,26,199,395
2020-06-12,DRS 02 Araçatuba,27.7,80,20,65,30.8,13,62,231
2020-06-12,DRS 03 Araraquara,32.5,147,24,80,30.0,18,72,318
2020-06-12,DRS 04 Baixada Santista,64.1,582,280,434,64.5,77,455,845
2020-06-12,Grande SP Sudeste,64.1,1304,528,786,67.2,198,827,1537
2020-06-13,DRS 09 Marília,27.3,129,40,103,38.8,12,79,357
2020-06-13,Estado de São Paulo,66.6,13184,5637,8464,66.6,1953,8837,16949
2020-06-13,DRS 17 Taubaté,51.9,389,165,304,54.3,52,195,663
2020-06-13,DRS 16 Sorocaba,67.4,332,134,188,71.3,47,235,549
2020-06-13,DRS 15 São José do Rio Preto,36.8,327,107,260,41.2,49,145,553
2020-06-13,DRS 14 São João da Boa Vista,28.6,117,24,75,32.0,12,85,335
2020-06-13,DRS 13 Ribeirão Preto,66.2,405,107,159,67.3,55,201,345
2020-06-13,DRS 12 Registro,24.8,19,5,27,18.5,4,15,48
2020-06-13,DRS 11 Presidente Prudente,58.9,74,28,45,62.2,6,42,165
2020-06-13,DRS 10 Piracicaba,59.9,257,91,149,61.1,58,159,315
2020-06-13,DRS 08 Franca,40.5,47,15,36,41.7,5,22,129
2020-06-13,DRS 07 Campinas,69.6,1073,513,712,72.0,141,595,1174
2020-06-13,DRS 06 Bauru,47.6,280,78,140,55.7,30,165,477
2020-06-13,Grande SP Leste,70.5,726,328,477,68.8,96,530,960
2020-06-13,Grande SP Norte,69.2,130,81,118,68.6,14,105,266
2020-06-13,Grande SP Oeste,73.3,634,246,321,76.6,111,350,628
2020-06-13,Grande SP Sudeste,64.1,1296,509,817,62.3,220,822,1572
2020-06-13,Município de São Paulo,74.4,5759,2724,3774,72.2,847,4257,6494
2020-06-13,DRS 02 Araçatuba,29.6,85,27,66,40.9,16,58,231
2020-06-13,DRS 03 Araraquara,31.8,155,28,88,31.8,33,76,318
2020-06-13,DRS 04 Baixada Santista,64.0,587,284,443,64.1,92,468,844
2020-06-13,DRS 05 Barretos,44.5,96,32,54,59.3,23,40,128
2020-06-13,Grande SP Sudoeste,72.8,267,71,108,65.7,30,193,398
2020-06-14,DRS 09 Marília,29.4,132,38,114,33.3,21,86,351
2020-06-14,Estado de São Paulo,66.8,13175,5605,8367,67.0,1884,8950,16745
2020-06-14,DRS 17 Taubaté,52.3,392,167,299,55.8,55,212,647
2020-06-14,DRS 16 Sorocaba,69.1,341,148,190,77.9,57,214,528
2020-06-14,DRS 15 São José do Rio Preto,36.8,324,97,260,37.3,38,156,557
2020-06-14,DRS 14 São João da Boa Vista,31.4,125,33,82,40.2,21,93,317
2020-06-14,DRS 13 Ribeirão Preto,68.1,405,123,164,75.0,58,207,363
2020-06-14,DRS 12 Registro,23.3,19,6,27,22.2,4,14,48
2020-06-14,DRS 11 Presidente Prudente,59.3,71,24,43,55.8,10,48,169
2020-06-14,DRS 10 Piracicaba,60.4,279,90,150,60.0,51,153,319
2020-06-14,DRS 08 Franca,40.5,44,14,36,38.9,7,20,112
2020-06-14,DRS 07 Campinas,70.4,1057,509,709,71.8,127,603,1263
2020-06-14,DRS 06 Bauru,49.8,277,81,134,60.4,39,168,453
2020-06-14,Grande SP Leste,69.5,705,295,465,63.4,96,517,958
2020-06-14,Grande SP Norte,69.4,126,83,114,72.8,13,118,267
2020-06-14,Grande SP Oeste,73.0,651,233,323,72.1,99,341,627
2020-06-14,Grande SP Sudeste,64.7,1289,522,797,65.5,177,812,1543
2020-06-14,Município de São Paulo,74.0,5704,2705,3706,73.0,831,4341,6285
2020-06-14,DRS 02 Araçatuba,31.4,94,25,67,37.3,16,59,232
2020-06-14,DRS 03 Araraquara,32.6,149,28,80,35.0,13,65,316
2020-06-14,DRS 04 Baixada Santista,63.7,615,270,443,61.0,90,492,850
2020-06-14,DRS 05 Barretos,51.4,107,41,56,73.2,23,43,131
2020-06-14,Grande SP Sudoeste,70.9,269,73,108,67.6,38,188,409
2020-06-15,DRS 09 Marília,30.2,136,34,115,29.6,14,91,360
2020-06-15,Estado de São Paulo,66.8,13372,5641,8483,66.5,1793,8831,17154
2020-06-15,DRS 17 Taubaté,52.0,401,159,300,53.0,59,218,650
2020-06-15,DRS 16 Sorocaba,70.9,341,142,188,75.5,42,236,555
2020-06-15,DRS 15 São José do Rio Preto,37.3,346,99,260,38.1,44,164,583
2020-06-15,DRS 14 São João da Boa Vista,33.0,126,31,84,36.9,14,93,318
2020-06-15,DRS 13 Ribeirão Preto,70.8,423,127,161,78.9,72,201,358
2020-06-15,DRS 12 Registro,21.2,22,3,27,11.1,6,21,48
2020-06-15,DRS 11 Presidente Prudente,60.9,75,29,44,65.9,15,49,170
2020-06-15,DRS 10 Piracicaba,61.8,278,100,148,67.6,24,147,313
2020-06-15,DRS 08 Franca,40.5,45,16,36,44.4,6,24,146
2020-06-15,DRS 07 Campinas,70.4,1074,518,737,70.3,145,643,1287
2020-06-15,DRS 06 Bauru,52.5,286,108,179,60.3,42,213,469
2020-06-15,Grande SP Leste,69.3,717,322,455,70.8,105,505,949
2020-06-15,Grande SP Norte,66.2,115,61,124,49.2,12,125,269
2020-06-15,Grande SP Oeste,72.7,668,216,304,71.0,104,349,639
2020-06-15,Grande SP Sudeste,64.7,1307,512,815,62.8,165,836,1568
2020-06-15,Município de São Paulo,73.8,5778,2732,3746,72.9,749,4091,6512
2020-06-15,DRS 02 Araçatuba,34.3,93,29,70,41.4,7,56,233
2020-06-15,DRS 03 Araraquara,33.3,153,31,80,38.8,24,63,315
2020-06-15,DRS 04 Baixada Santista,62.7,611,261,443,58.9,88,491,858
2020-06-15,DRS 05 Barretos,56.0,113,36,52,69.2,17,32,136
2020-06-15,Grande SP Sudoeste,69.9,264,75,115,65.2,39,183,418
2020-06-16,DRS 08 Franca,42.1,51,16,31,51.6,10,24,156
2020-06-16,DRS 17 Taubaté,52.8,394,171,301,56.8,44,199,661
2020-06-16,DRS 16 Sorocaba,72.7,336,149,192,77.6,35,224,550
2020-06-16,DRS 15 São José do Rio Preto,38.3,350,103,260,39.6,48,177,554
2020-06-16,DRS 14 São João da Boa Vista,34.0,130,30,82,36.6,13,84,317
2020-06-16,DRS 13 Ribeirão Preto,72.6,438,129,172,75.0,54,214,383
2020-06-16,DRS 12 Registro,18.0,24,3,27,11.1,2,17,48
2020-06-16,DRS 11 Presidente Prudente,61.9,74,27,42,64.3,7,46,167
2020-06-16,DRS 10 Piracicaba,62.3,279,105,166,63.2,26,135,303
2020-06-16,DRS 09 Marília,31.2,138,36,119,30.2,16,86,352
2020-06-16,DRS 07 Campinas,70.6,1017,524,732,71.6,120,603,1220
2020-06-16,Estado de São Paulo,66.9,13342,5697,8492,67.1,1586,8662,17096
2020-06-16,DRS 05 Barretos,59.7,117,31,52,59.6,14,39,138
2020-06-16,Município de São Paulo,73.5,5810,2720,3755,72.4,712,4078,6572
2020-06-16,Grande SP Leste,68.8,708,320,460,69.6,92,501,947
2020-06-16,Grande SP Norte,65.8,112,82,114,71.9,10,121,271
2020-06-16,Grande SP Oeste,72.1,653,223,330,67.6,63,350,639
2020-06-16,DRS 06 Bauru,54.2,289,75,131,57.2,33,171,464
2020-06-16,Grande SP Sudoeste,69.5,246,70,105,66.7,22,176,404
2020-06-16,DRS 02 Araçatuba,36.4,96,29,75,38.7,7,60,232
2020-06-16,DRS 03 Araraquara,34.5,147,33,80,41.2,14,60,315
2020-06-16,DRS 04 Baixada Santista,62.1,610,278,438,63.5,71,480,840
2020-06-16,Grande SP Sudeste,64.7,1323,543,828,65.6,173,817,1563
2020-06-17,DRS 09 Marília,31.5,151,33,114,29.0,41,109,357
2020-06-17,Estado de São Paulo,66.6,13205,5666,8663,65.4,1927,9029,17384
2020-06-17,DRS 17 Taubaté,53.8,379,169,304,55.6,51,206,658
2020-06-17,DRS 16 Sorocaba,73.7,339,149,195,76.4,58,227,547
2020-06-17,DRS 15 São José do Rio Preto,39.2,347,102,259,39.4,54,190,559
2020-06-17,DRS 14 São João da Boa Vista,34.5,113,30,84,35.7,18,69,325
2020-06-17,DRS 13 Ribeirão Preto,74.3,420,140,178,78.6,59,218,385
2020-06-17,DRS 12 Registro,16.4,26,5,27,18.5,6,12,48
2020-06-17,DRS 11 Presidente Prudente,62.3,87,26,42,61.9,23,56,164
2020-06-17,DRS 10 Piracicaba,61.2,293,95,167,56.9,46,155,328
2020-06-17,DRS 08 Franca,44.2,60,19,31,61.3,13,29,172
2020-06-17,DRS 07 Campinas,71.6,1014,548,741,74.0,152,658,1232
2020-06-17,DRS 06 Bauru,53.7,279,70,163,42.9,34,211,500
2020-06-17,Grande SP Leste,68.3,701,319,472,67.6,96,498,938
2020-06-17,Grande SP Norte,65.9,111,72,111,64.9,19,113,277
2020-06-17,Grande SP Oeste,71.4,641,223,333,67.0,72,337,639
2020-06-17,Grande SP Sudeste,65.1,1321,545,826,66.0,192,831,1557
2020-06-17,Município de São Paulo,72.6,5753,2684,3840,69.9,835,4284,6715
2020-06-17,DRS 02 Araçatuba,37.2,87,30,81,37.0,13,61,254
2020-06-17,DRS 03 Araraquara,33.9,135,27,88,30.7,13,57,314
2020-06-17,DRS 04 Baixada Santista,62.0,587,273,450,60.7,79,486,871
2020-06-17,DRS 05 Barretos,63.5,129,37,53,69.8,22,48,133
2020-06-17,Grande SP Sudoeste,68.6,232,70,104,67.3,31,174,411
2020-06-18,DRS 08 Franca,47.2,64,17,31,54.8,12,27,258
2020-06-18,DRS 17 Taubaté,54.2,374,163,316,51.6,54,225,646
2020-06-18,DRS 16 Sorocaba,74.9,357,149,195,76.4,60,220,553
2020-06-18,DRS 15 São José do Rio Preto,40.0,344,114,259,44.0,58,190,540
2020-06-18,DRS 14 São João da Boa Vista,34.7,108,27,87,31.0,12,66,312
2020-06-18,DRS 13 Ribeirão Preto,75.2,429,144,185,77.8,61,218,390
2020-06-18,DRS 12 Registro,17.4,30,6,27,22.2,5,13,48
2020-06-18,DRS 11 Presidente Prudente,62.9,96,27,42,64.3,19,57,163
2020-06-18,DRS 10 Piracicaba,60.3,307,98,169,58.0,45,158,331
2020-06-18,DRS 09 Marília,33.0,190,42,114,36.8,56,107,360
2020-06-18,DRS 07 Campinas,71.8,991,544,761,71.5,147,684,1257
2020-06-18,Estado de São Paulo,66.2,13086,5568,8699,64.0,1935,8978,17479
2020-06-18,DRS 05 Barretos,66.8,127,41,53,77.4,13,35,109
2020-06-18,Município de São Paulo,71.6,5681,2606,3825,68.1,841,4235,6750
2020-06-18,Grande SP Leste,67.6,676,315,489,64.4,88,493,933
2020-06-18,Grande SP Norte,65.0,102,71,115,61.7,15,121,277
2020-06-18,Grande SP Oeste,71.0,615,232,333,69.7,76,332,634
2020-06-18,DRS 06 Bauru,52.7,268,61,150,40.7,41,195,497
2020-06-18,Grande SP Sudoeste,65.8,213,59,106,55.7,27,167,408
2020-06-18,DRS 02 Araçatuba,38.7,87,35,80,43.8,15,61,254
2020-06-18,DRS 03 Araraquara,34.7,134,29,80,36.2,19,55,313
2020-06-18,DRS 04 Baixada Santista,61.4,585,257,449,57.2,88,492,866
2020-06-18,Grande SP Sudeste,64.7,1308,531,833,63.8,183,827,1580
2020-06-19,DRS 08 Franca,49.6,62,18,31,58.1,9,25,171
2020-06-19,DRS 17 Taubaté,54.5,377,177,326,54.3,62,225,687
2020-06-19,DRS 16 Sorocaba,76.1,361,152,196,77.6,62,219,545
2020-06-19,DRS 15 São José do Rio Preto,40.3,356,110,259,42.5,65,198,572
